unknown1,unknown2,unknown3,unknown4,unknown5,unknown6,unknown7,unknown8,unknown9,unknown10,unknown11,unknown12,unknown13,unknown14,unknown15,unknown16,unknown17,target
type3,1699,200,0,0,2,1,151,0,2,0,1,279,0,0,128.3,160,0
type1,6226,200,0,0,1,1,15,0,0,0,0,79,0,0,95.4,1146,0
type3,3085,488,0,0,0,0,74,0,0,0,0,47,0,0,143.2,71,0
type1,4945,200,0,0,3,1,22,0,1,16,0,18,0,0,106.6,1180,0
type3,1441,200,1,0,14,160,1540,0,16,2,9,2414,7,0,130.7,89,0
type2,4871,1271,0,0,0,12,7,0,0,0,0,21,0,0,44.4,657,0
type4,1399,200,0,0,0,4,21,0,0,0,0,21,0,0,55.9,1332,0
type3,9098,200,0,0,0,9,68,0,2,2,0,45,0,0,57.6,1256,0
type1,1926,200,0,0,1,6,16,0,0,242,0,7,0,0,114.4,1380,0
type2,1716,200,0,0,5,128,85,0,0,0,0,35,0,0,65.6,138,0
type2,2432,550,0,0,0,10,6,0,0,0,0,25,0,0,44.2,607,0
type2,2138,200,0,0,0,7,3,0,0,0,0,12,0,0,47.2,707,0
type3,2014,200,0,0,3,3,542,0,4,4,0,226,0,0,122.7,25,0
type3,1395,595,0,0,3,12,129,0,2,0,2,628,0,0,128.5,25,0
type3,6597,550,0,0,2,7,41,0,2,0,0,371,0,0,57.6,1202,0
type3,2369,200,0,0,9,56,610,0,8,0,2,1156,0,0,138.6,45,0
type3,4583,200,0,0,9,112,432,0,9,0,4,248,0,0,143.6,70,0
type3,5210,200,0,0,18,4,976,0,21,3,6,1660,68,13,131,31,0
type3,1940,550,0,1,41,3,3162,0.2,57,12,7,2641,29,2,528.9,26,0
type3,1350,200,0,0,4,1,337,0,5,0,0,3482,0,0,132.6,24,0
type1,2673,200,0,0,1,77,63,0,2,29,0,16,0,0,98.5,1282,0
type3,3146,616,0,0,30,14,3480,0.1,29,0,8,1729,25,0,158.9,24,0
type3,1199,200,0,0,3,1,153,0,2,0,0,1187,0,0,133.5,10,0
type2,1576,550,0,0,0,170,51,0,1,0,0,5,0,0,47.1,547,0
type1,1651,200,0,0,0,1,7,0,0,0,0,25,0,0,93.9,1304,0
type2,1355,555,0,0,1,172,30,0,1,4,0,22,0,0,44.5,654,0
type3,39411,200,0,0,1,0,97,0,0,0,0,208,0,0,159.8,37,0
type3,11521,200,0,0,2,8,214,0,3,12,1,99,0,0,137.5,89,1
type2,2756,550,0,0,0,148,1,0,0,0,0,13,0,0,43.1,597,0
type4,2872,200,0,0,0,178,15,0,1,71,0,6,0,0,74.4,1317,0
type3,1357,375,0,0,6,87,485,0,7,0,3,879,0,0,129.6,65,0
type1,1441,641,0,0,3,18,77,0,1,2,1,18,0,0,35.1,665,0
type3,3639,594,0,0,0,17,68,0,2,0,0,116,0,0,117.1,1223,0
type2,2262,200,0,0,0,249,94,0,1,0,0,18,0,0,43.8,719,0
type3,1785,200,0,0,3,6,154,0,3,0,0,511,0,0,125.8,17,0
type1,2990,455,0,0,1,3,8,0,0,13,0,14,0,0,88.2,1106,0
type2,1405,605,0,0,0,5,2,0,0,0,0,8,0,0,44.9,681,0
type3,1335,200,0,0,0,0,90,0,0,0,0,114,0,0,256.6,15,0
type3,3797,200,0,0,4,16,238,0,4,0,1,9296,0,0,134.6,20,0
type2,4664,3864,0,0,0,12,5,0,0,0,0,10,0,0,44.1,701,0
type3,2088,200,0,0,3,3,152,0,5,4,0,186,0,0,59.3,1375,0
type2,2085,200,0,0,0,1,3,0,0,0,0,16,0,0,68.9,325,0
type1,2087,200,0,0,1,4,30,0,0,117,0,10,0,0,105.3,1287,0
type1,2409,200,0,0,2,4,28,0,0,0,0,12,0,0,97.6,1326,0
type1,4005,200,0,0,3,2,16,0,0,175,0,15,0,0,114.2,1014,0
type1,3080,200,0,0,2,37,25,0,2,42,0,7,0,0,87.1,1185,0
type4,7367,200,0,0,0,1,23,0,0,44,0,18,0,0,79.5,1242,0
type3,1664,550,0,0,1,1,103,0,2,1,0,114,0,0,60.07,1224,0
type1,1293,200,0,0,3,3,20,0,1,170,0,10,0,0,121.1,1010,0
type1,1380,550,0,0,2,51,24,0,2,40,0,7,0,0,90.7,1281,0
type1,1461,200,0,0,3,7,16,0,1,10,0,18,0,0,113.6,1247,0
type3,2459,343,0,1,3,0,149,0,2,0,0,549,0,0,152.9,22,0
type3,1560,200,0,1,66,21,1594,0.2,78,5,5,10829,151,3,273.7,7,0
type3,5153,200,0,0,29,8,2263,0,19,0,4,1515,14,0,140.2,19,0
type3,7321,531,0,0,0,3,115,0,1,7,0,127,0,0,122,1319,0
type1,6299,200,0,0,2,3,21,0,0,252,0,7,0,0,112,1346,0
type3,2488,200,0,0,3,4,179,0,1,1,0,209,0,0,147.3,28,0
type2,1655,550,0,0,2,139,342,0,3,0,0,54,0,0,39.4,421,0
type3,5140,558,0,0,0,2,43,0,0,0,0,62,0,0,113.7,1385,0
type3,1499,200,0,0,2,5,122,0,0,0,2,272,0,0,94.5,93,0
type2,1410,375,0,0,0,161,102,0,1,0,0,34,0,0,55.7,484,0
type1,2456,200,0,0,0,0,3,0,0,46,0,7,0,0,119.6,1030,0
type2,5451,200,0,0,2,2,3,0,0,0,0,13,0,0,59.8,421,0
type3,7440,200,0,0,0,0,16,0,0,0,0,369,0,0,170.6,29,0
type3,2470,200,0,0,0,0,16,0,0,0,0,20,0,0,141.4,24,0
type3,3066,200,0,0,1,96,193,0,3,5,0,132,0,0,131.7,43,0
type1,2787,550,0,0,1,2,33,0,1,233,0,17,0,0,106.7,1287,0
type3,3053,200,0,0,0,0,0,0,0,1,0,15,0,1,139.4,28,0
type3,2219,375,0,0,0,2,105,0,0,2,0,52,0,0,123,10,0
type3,4537,200,0,0,0,5,11,0,0,0,0,16,0,0,140.9,19,0
type4,3620,365,0,0,0,1,16,0,0,3,0,16,0,0,71.4,1175,0
type1,5926,200,0,0,0,3,34,0,0,0,1,15,0,0,96.2,755,0
type4,1380,200,0,0,0,26,4,0,0,126,0,1,0,0,85.1,877,0
type3,2358,200,0,0,0,6,51,0,0,0,1,41,0,0,154.8,25,0
type4,5125,200,0,0,0,436,14,0,1,8,0,43,0,0,60.4,1153,0
type1,2137,1250,0,0,1,75,74,0,3,46,0,25,0,0,84.7,1076,0
type3,1723,533,0,0,13,3,1028,0,12,0,3,622,3,0,126.7,31,0
type3,2024,200,0,0,4,38,289,0,3,1,0,265,1,0,141.3,29,1
type1,1373,200,0,0,0,0,8,0,0,5,0,13,0,0,115.7,1321,0
type4,1334,534,0,0,0,767,31,0,0,122,0,12,0,0,66.2,1306,0
type1,4768,550,0,0,3,11,123,0,3,16,0,5,0,0,96.4,1331,0
type1,3254,200,0,0,8,17,89,0,4,16,2,13,0,0,82.6,1317,0
type3,6649,783,0,0,19,3,573,0,5,0,2,489,0,0,147.3,28,0
type3,3802,1558,0,0,0,17,85,0,2,0,0,295,0,0,112.7,1208,0
type3,2012,200,0,0,0,0,63,0,0,1,0,66,0,0,126.2,29,0
type3,1788,200,0,0,1,0,62,0,0,0,0,84,0,0,155.6,31,0
type3,2406,1600,0,0,0,81,32,0,0,5,0,38,0,0,148.3,15,0
type3,1342,550,0,0,2,9,203,0,4,6,0,456,0,0,56.3,1212,0
type3,3065,200,0,0,56,2,526,0,6,2,5,622,1,0,137.4,68,0
type3,2073,200,0,0,4,1,205,0,3,1,1,822,1,0,130,21,0
type3,1732,562,0,0,2,2,614,0,11,0,0,274,0,0,170.6,67,0
type3,7640,200,0,0,2,260,299,0,4,0,10,123,0,0,132.8,185,1
type3,3060,200,0,0,11,33,535,0,9,1,1,409,0,0,136.2,40,0
type3,3009,200,0,0,2,5,71,0,0,0,0,101,0,0,142.8,18,0
type3,2456,200,0,0,0,4,29,0,0,0,0,20,0,0,137.1,9,0
type4,3455,1206,0,0,0,1,15,0,0,2,0,11,0,0,72.8,1036,0
type3,2034,200,0,0,4,6,188,0,2,0,0,225,0,0,139.3,86,0
type3,1800,200,0,0,2,6,164,0,3,0,0,451,0,0,136.4,18,1
type3,1720,200,0,0,3,14,256,0,2,1,1,432,0,0,143.7,28,1
type1,2442,942,0,0,1,3,17,0,1,187,0,17,0,0,97.1,1251,0
type3,1674,200,0,0,2,1,204,0,2,0,0,165,0,0,149.1,33,0
type3,3473,200,0,0,3,0,121,0,1,2,0,110,4,0,136.4,37,0
type2,3403,200,0,0,0,9,2,0,0,0,0,8,0,0,45.3,633,0
type3,1000,200,0,0,0,267,96,0,1,0,0,698,0,0,137.1,38,0
type3,3753,200,0,0,0,5,24,0,0,0,0,18,0,0,113.2,1271,0
type3,2109,200,0,0,2,0,0,0,0,0,1,11,4,0,66,1234,0
type3,6627,375,0,0,0,0,90,0,1,0,0,51,0,0,120.8,46,0
type1,1322,550,0,0,3,6,46,0,1,0,0,17,0,0,103.6,1033,0
type3,7287,200,0,0,0,2,19,0,0,2,0,31,0,0,127.6,39,0
type2,1406,375,1,0,0,141,3,0,0,0,0,15,0,0,44.3,584,1
type3,5396,200,0,0,11,146,486,0,11,1,4,726,1,0,132.5,106,0
type3,1959,200,0,1,81,1478,8105,0.2,79,10,88,10507,77,3,200.9,700,0
type3,1737,200,0,0,3,5,245,0,5,2,0,970,0,0,57.4,1114,0
type1,1354,200,0,0,2,17,58,0,3,171,0,3,0,0,105.6,1141,0
type1,1576,200,0,0,0,1,10,0,0,44,0,2,0,0,118.2,1084,0
type3,5662,200,0,0,1,34,48,0,2,0,0,28,0,0,183.3,30,0
type3,1396,596,0,0,1,1,435,0,3,3,0,200,0,0,141.6,4,0
type3,3511,200,0,0,2,2,196,0,2,0,1,227,0,0,138.9,124,0
type3,2320,375,0,0,5,25,253,0,5,3,3,3473,2,0,142,43,0
type3,2137,1250,0,0,5,205,1014,0,102,12,5,4364,0,0,55.6,1431,0
type3,2088,200,0,0,2,4,93,0,1,10,0,48,0,0,141.9,57,0
type1,1685,200,0,0,0,3,11,0,0,3,0,6,0,0,109.3,1264,0
type3,2944,200,0,0,1,17,71,0,1,0,1,93,0,0,126.3,18,0
type2,1703,903,0,0,0,7,7,0,0,0,0,11,0,0,45,655,0
type3,1347,547,0,2,81,7,4133,3.1,48,2,36,1410,126,13,163.8,62,0
type3,4538,200,0,0,0,2,63,0,0,91,0,18,0,0,126.2,490,0
type1,6618,200,0,0,3,18,35,0,1,16,0,27,0,0,92.5,1000,0
type2,4357,200,0,0,5,160,268,0,3,2,0,57,2,0,54.4,435,0
type1,2223,200,0,0,2,2,20,0,0,242,0,7,0,0,116.8,1380,0
type3,1561,200,0,0,1,0,151,0,2,0,0,995,0,0,129,35,0
type1,1166,200,0,0,1,7,33,0,1,47,0,5,0,0,95.7,1047,0
type3,5284,200,0,0,5,0,244,0,4,0,0,570,0,0,127,24,0
type4,1370,200,0,0,0,114,22,0,8,4,0,31,0,0,61.6,1025,0
type2,3659,363,0,0,0,0,3,0,0,0,0,3,0,0,44.5,687,0
type3,1324,200,0,0,0,14,26,0,0,0,0,46,0,0,112.5,1259,0
type3,5171,1600,0,0,1,20,123,0,1,1,0,1026,0,0,135.6,52,0
type2,3820,200,0,0,0,153,16,0,0,0,0,8,0,0,43.9,599,0
type4,7125,746,0,0,0,2,19,0,0,184,0,23,0,0,72.9,1245,0
type3,1352,552,0,0,0,16,29,0,0,0,0,36,0,0,147.8,20,0
type3,6193,200,0,0,5,144,270,0,6,0,6,270,0,0,143.9,108,0
type1,2047,200,0,0,1,4,21,0,1,104,0,11,0,0,98.8,1268,0
type3,1366,200,0,0,1,3,110,0,2,0,0,261,0,0,67.9,1050,0
type3,1528,375,0,0,2,5,188,0,2,3,1,1643,0,0,145.7,42,0
type1,5207,200,0,0,1,27,21,0,1,41,0,8,0,0,88.1,1178,0
type3,5809,375,0,0,0,0,69,0,1,0,0,2705,0,0,148.5,8,0
type3,4595,375,0,0,1,0,59,0,0,0,0,134,0,0,130.6,21,0
type3,2711,200,0,0,1,2,182,0,1,0,0,259,0,0,134.8,7,0
type3,1660,550,0,0,5,20,535,0,5,4,2,187,1,0,163.7,23,0
type3,1713,550,1,1,10,3,388,0,6,7,1,12031,3,1,109.6,149,0
type3,2069,200,0,0,2,2,381,0,3,7,0,230,0,0,138.4,112,0
type3,4204,550,0,0,5,253,1201,0,96,9,1,2920,0,0,57.7,1366,0
type3,2902,683,0,0,0,16,63,0,2,0,0,51,0,0,110.8,1425,0
type2,2990,455,0,0,0,2,2,0,0,0,0,12,0,0,44,619,0
type3,6221,200,0,0,1,30,158,0,10,2,0,127,0,0,58.6,1313,0
type2,2452,200,0,0,2,60,8,0,0,0,0,1,0,0,56.7,508,0
type3,1655,200,0,0,0,2,76,0,1,0,0,63,0,0,133.3,12,1
type1,1000,200,0,0,0,2,11,0,0,235,0,10,0,0,116.3,1373,0
type1,3350,200,0,0,2,1,7,0,0,168,0,3,0,0,122.8,1025,0
type3,1364,200,0,0,0,10,57,0,1,0,0,10,0,0,126.1,30,0
type3,1369,200,0,0,0,0,81,0,0,0,0,108,0,0,128.9,8,0
type3,1375,575,0,0,9,0,352,0,6,0,0,786,0,0,125.9,18,0
type3,4776,200,0,1,8,2,311,0,4,1,0,1054,3,1,154.4,34,0
type3,12186,200,0,1,1,146,125,0,3,6,1,94,0,1,142.3,141,0
type3,1988,830,0,0,4,8,227,0,6,8,0,184,0,0,71.3,1399,0
type1,4030,200,0,0,1,4,17,0,1,4,0,17,0,0,85.3,1248,0
type1,1980,200,0,0,1,3,21,0,0,0,0,11,0,0,98.2,1178,0
type4,2724,200,0,0,0,8,51,0,0,39,0,47,0,0,67.9,982,0
type4,2571,371,0,0,0,50,36,0,1,1,0,34,0,0,108.6,971,0
type2,2420,1620,0,0,0,27,2,0,0,0,1,29,0,0,46.5,645,0
type2,2761,200,0,0,0,12,1,0,0,0,0,5,0,0,53,447,1
type2,5958,200,0,0,0,182,109,0,1,1,0,70,0,0,47.6,545,0
type2,2038,1238,0,0,4,2,18,0,0,0,0,20,0,0,68.6,341,0
type3,1335,535,0,0,0,5,163,0,0,2,0,28,0,0,187.9,12,0
type3,1185,385,0,0,0,32,44,0,0,153,1,32,0,0,117.2,867,0
type3,3144,200,1,0,2,3,95,0,4,3,0,162,0,0,57,1221,0
type2,4701,200,0,0,0,2,4,0,0,0,0,8,0,0,66.4,284,0
type1,2643,394,0,0,1,3,14,0,0,1,0,11,0,0,100.7,1022,0
type3,3457,200,0,0,1,2,152,0,3,2,0,81,0,0,118.3,105,0
type3,2530,200,0,0,0,0,65,0,0,4,0,37,0,0,140.1,6,0
type3,6656,614,0,0,1,20,129,0,3,2,0,167,0,0,56.7,1097,0
type4,2122,200,0,0,0,322,30,0,0,4,0,15,0,0,67.7,1195,0
type1,1672,200,0,0,1,5,20,0,1,207,0,20,0,0,102.6,1303,0
type1,3807,3007,0,0,3,5,58,0,0,2,0,5,0,0,92.1,1139,0
type3,1268,468,0,0,3,12,166,0,3,0,0,120,0,0,150.3,32,0
type2,3796,200,0,0,0,2,4,0,0,0,0,5,0,0,74.6,456,0
type3,71223,200,0,0,8,24,429,0,6,5,2,466,2,0,124.8,65,0
type3,1730,200,0,0,7,230,313,0.2,9,0,9,447,0,0,145,151,0
type3,3484,200,0,0,0,0,86,0,0,0,0,110,0,0,134.2,22,0
type1,1337,200,0,0,3,75,43,0,3,18,0,3,0,0,94.4,1086,0
type1,3259,200,0,0,1,3,13,0,0,41,0,8,0,0,98.5,1087,0
type1,1672,872,0,0,1,6,62,0,0,1,0,7,0,0,84.9,1212,0
type1,1548,200,0,0,0,16,22,0.1,0,66,0,8,0,0,95.5,816,0
type3,8046,200,0,0,20,295,1092,0.1,15,2,12,2692,0,0,136.1,179,1
type1,1347,200,0,0,0,0,2,0,0,2,0,3,0,0,146.5,814,0
type3,1235,200,0,0,8,0,207,0,4,0,1,637,0,0,124.5,16,0
type3,3519,200,0,0,9,4,1261,0,8,1,2,442,2,0,156.6,17,1
type1,1486,200,0,0,2,3,21,0,0,0,0,14,0,0,100.2,1108,0
type3,4219,200,0,0,0,0,97,0,0,0,0,102,0,0,129.3,21,0
type3,1371,200,0,0,1,0,29,0,0,0,0,27,0,0,135.6,22,0
type3,6824,200,0,0,8,25,196,0,7,0,1,4156,0,0,187.2,57,0
type3,1381,375,0,0,1,0,86,0,0,4,0,149,0,0,130.8,57,0
type2,2225,200,0,0,1,2,8,0,0,0,0,44,0,0,68.9,190,0
type2,1956,649,0,0,0,4,6,0,0,0,0,14,0,0,67.2,218,0
type2,3734,200,0,0,0,129,23,0,0,1,0,9,0,0,44.5,645,0
type3,1343,200,0,0,2,0,135,0,1,0,1,183,0,0,132.5,10,0
type1,6504,200,0,0,1,2,11,0,0,2,0,9,0,0,86.8,1106,0
type1,1511,200,0,0,3,19,35,0,2,5,0,9,0,0,94.7,1340,0
type3,3499,200,0,0,4,1,405,0,4,0,2,563,1,0,134.7,9,0
type2,1715,200,0,0,1,59,5,0,0,0,0,12,0,0,45.7,674,0
type1,2372,1600,0,0,0,0,9,0,0,2,0,19,0,0,110.5,1077,1
type3,3983,200,0,0,2,18,50,0,0,0,0,333,0,0,135.1,25,0
type1,2001,200,0,0,1,3,16,0,1,240,1,18,0,0,121.3,1548,0
type3,1726,200,1,1,3,329,136,0,3,1,12,210,0,0,155.6,234,1
type1,2025,200,0,0,0,1,14,0,0,0,0,7,0,0,99.5,1057,0
type1,2070,200,0,0,2,1,13,0,0,221,0,20,0,0,112.7,1115,0
type3,3320,200,0,0,0,1,25,0,1,2,1,41,0,0,107.6,992,0
type3,7081,200,0,0,0,6,92,0,0,1,0,54,0,0,136.5,30,0
type2,1364,200,0,0,1,170,25,0,0,0,0,15,0,0,43.7,665,1
type3,3854,655,0,0,1,6,158,0,1,0,0,61,0,0,124.6,27,0
type3,1364,200,0,0,2,15,46,0,2,0,1,122,0,0,376.2,25,0
type3,2155,200,0,0,0,0,53,1.3,0,24,0,115,0,0,124.1,762,0
type3,1364,375,0,0,3,6,340,0,4,5,1,242,0,0,57.6,1149,0
type3,1352,200,0,0,2,10,209,0,4,3,2,87,0,0,110.5,381,0
type3,8182,7200,0,0,3,3,351,0,4,10,2,465,2,0,123.8,146,0
type3,2614,200,0,0,0,10,51,0,0,0,0,53,0,0,133.1,28,0
type3,1364,564,0,0,4,2,135,0,3,1,1,931,0,0,141.3,35,0
type3,2399,200,0,0,1,3,136,0,2,9,0,21,0,0,139.7,41,0
type3,1364,564,0,0,0,2,11,0,0,0,0,35,0,0,145,32,0
type3,2234,200,0,0,18,152,1420,0,19,2,8,6302,10,0,144.8,120,0
type3,2057,1257,0,0,6,4,1059,0,13,3,1,896,0,0,57.3,1095,0
type3,4910,200,0,0,0,17,93,0,3,8,0,67,0,0,57.2,1258,0
type3,2076,200,0,0,13,11,1619,22.8,13,0,10,2771,18,0,299.3,118,0
type3,8474,200,0,0,0,4,22,0,0,1,0,9,0,0,141.1,48,0
type2,3989,200,0,0,0,7,5,0,0,0,0,0,0,0,48.7,521,0
type1,2118,200,0,0,3,1,13,0,0,166,0,5,0,0,113.5,983,0
type1,1341,541,0,0,0,0,15,0,0,0,0,32,0,0,106.2,1029,0
type3,1924,200,0,0,3,38,289,0,4,0,2,289,0,0,313.9,37,0
type3,1271,200,0,0,12,5,2491,0,21,8,0,603,0,0,130,8,0
type3,2438,550,0,0,4,82,211,0,4,0,2,88,0,0,115.6,61,0
type3,1470,550,0,0,1,16,83,0,1,0,1,21,0,0,138.5,26,0
type1,2416,200,0,0,0,1,9,0,0,3,0,4,0,0,92.9,1218,0
type3,1000,200,0,0,0,5,30,0,0,0,0,8,0,0,124.1,18,1
type1,1000,200,2,0,4,1,24,0,0,40,0,26,0,0,99.9,1127,0
type3,1351,200,0,0,2,9,281,0,2,3,0,338,0,0,56.9,1024,0
type3,1328,528,0,0,3,22,128,0,2,37,2,88,0,0,144.2,38,0
type3,3748,200,0,0,0,8,39,0,0,0,0,28,0,0,127.1,12,0
type3,2705,200,0,0,0,0,27,0,0,0,0,248,0,0,140,4,0
type2,1368,200,0,0,5,9,8,0,0,0,0,5,0,0,55.7,458,0
type2,8839,200,0,0,0,3,0,0,0,0,0,15,0,0,45.1,552,1
type3,2255,200,0,0,17,3,731,0,13,1,1,1443,1,1,135.6,30,0
type3,1667,200,0,0,27,241,1892,0,20,3,12,13360,0,0,141,138,0
type2,5519,200,0,0,1,0,7,0,0,0,0,25,0,0,66.1,335,0
type1,2710,200,0,0,0,0,11,0,0,0,0,8,0,0,92.2,1057,0
type2,3238,1038,0,0,0,8,1,0,0,0,0,17,0,0,45,568,0
type3,2120,200,0,0,0,0,177,0,2,7,0,329,0,0,131.3,55,0
type2,1401,601,1,0,0,146,26,0,0,0,0,18,0,0,44.2,699,0
type1,1828,200,0,0,0,0,10,0,0,11,0,14,0,0,110.7,984,0
type1,1728,200,0,0,3,3,29,0,0,0,0,10,0,0,92.6,1303,0
type3,3826,459,0,0,0,3,24,0,0,0,0,75,0,0,112.3,1087,0
type3,11643,200,0,1,52,10,2022,0,39,2,10,5598,18,2,153.6,55,1
type3,1392,592,0,0,0,0,25,0,0,0,0,171,0,0,145.7,17,0
type3,1705,200,0,0,1,0,57,0,1,1,0,850,0,0,223.2,10,0
type1,1359,200,0,0,1,2,8,0,0,248,0,13,0,0,106.2,1361,0
type3,3350,200,0,0,0,0,46,0,0,0,0,267,0,0,146.1,5,0
type3,1701,901,0,0,0,0,61,0,0,2,0,7,0,0,149.4,45,0
type3,1753,200,0,0,5,4,373,0,3,4,0,237,0,0,175.3,11,0
type2,1679,200,0,0,0,146,48,0,0,1,0,12,0,0,43.7,532,0
type3,3993,967,0,0,7,0,183,0,3,0,0,385,0,0,132.6,23,0
type2,1084,200,0,0,2,3,12,0,0,5,0,10,0,0,58.9,485,0
type1,5046,375,0,0,0,3,30,0,0,0,0,7,0,0,110.6,1099,0
type4,3873,200,0,0,0,3,30,0,0,71,0,25,0,0,77.4,1127,0
type2,6410,200,0,0,0,8,4,0,0,0,0,8,0,0,70.3,296,0
type3,4541,200,0,0,6,23,516,0,5,0,0,1476,0,0,159.8,18,0
type3,1695,200,0,0,0,0,35,0,0,0,0,86,0,0,143,20,0
type3,3842,200,0,0,8,2,495,0,7,0,0,818,2,0,138.5,37,0
type3,1361,561,0,0,3,0,328,0,3,0,0,86,0,0,166.8,25,0
type3,1520,720,0,0,3,6,136,0,4,0,0,1912,0,0,179.7,29,0
type2,3205,200,0,0,0,6,6,0,0,3,0,32,0,2,45.3,274,0
type3,6320,200,0,0,0,11,62,0,0,0,0,38,0,0,125.1,22,0
type3,5710,200,0,0,0,0,41,0,0,0,0,666,0,0,131.2,6,0
type2,1723,923,0,0,0,9,7,0,0,0,0,11,0,0,47.9,860,0
type2,7640,200,0,0,0,220,49,0,1,1,0,14,0,0,43.6,639,1
type1,4556,200,0,0,1,79,16,0,1,128,0,6,0,0,114.3,342,0
type1,2101,200,0,0,0,1,9,0,0,270,0,13,0,0,96.9,1436,0
type1,1336,363,0,0,0,0,8,0,0,0,0,5,0,0,95.4,1150,0
type3,4012,200,0,0,1,3,92,0,1,0,0,53,0,0,137.6,31,0
type2,1368,550,0,0,5,5,21,0,0,0,0,24,0,0,54.6,501,0
type3,3164,200,0,0,0,0,117,0,1,0,0,175,0,0,128.7,14,0
type3,3249,200,0,0,1,6,122,0,1,0,0,134,0,0,136,32,0
type2,1693,200,0,0,0,41,5,0,0,0,0,5,0,0,65.6,249,0
type3,3498,200,0,0,6,7,1204,0.6,10,0,4,4555,7,0,164.4,32,0
type1,1856,356,0,0,2,1,23,0,0,0,0,9,0,0,98.6,1390,0
type3,2141,200,0,0,4,21,220,0.1,4,1,1,79,0,0,148.5,23,0
type4,3859,200,0,0,0,1,17,0,0,215,0,20,0,0,76.2,1256,0
type3,2061,200,0,1,1,1,52,0,1,0,1,210,0,0,149.2,7,0
type3,1400,200,0,0,1,0,264,0,3,1,0,93,12,0,144.4,25,0
type3,1364,200,0,0,2,7,52,0,1,1,1,47,0,0,147.3,11,0
type2,2944,200,0,0,0,310,109,0,1,0,0,15,0,0,43.8,536,0
type3,6787,200,0,0,0,0,17,0,0,0,0,50,0,0,120.6,9,0
type3,3081,522,0,0,0,0,41,0,0,0,0,85,0,0,117.4,1095,0
type3,4542,200,0,0,2,2,138,0,2,1,0,559,0,0,175.3,38,1
type2,1354,375,0,0,0,9,4,0,0,1,0,5,0,0,44.9,649,0
type2,1390,200,0,0,0,7,2,0,0,0,0,1,0,0,45.1,677,0
type3,1369,200,0,0,2,11,212,0,2,2,0,156,0,0,181.4,22,0
type1,3183,956,0,0,17,5,31,0,1,4,0,28,0,0,99.2,909,0
type3,1536,200,0,0,1,23,71,0,1,0,1,64,0,0,147,37,0
type4,2169,669,0,0,0,9,9,0.2,0,4,0,5,0,0,65.6,992,0
type3,2008,200,0,1,3,2,93,0,2,10,0,25,0,0,143.8,76,0
type2,1326,200,0,0,1,3,3,0,0,0,0,5,0,0,45.4,349,0
type1,2422,900,0,0,0,1,10,0,0,3,0,14,0,0,105.2,1399,0
type2,1513,200,0,0,0,5,3,0,0,1,0,14,0,0,45.4,645,0
type3,1390,590,0,0,0,0,142,0,1,5,0,50,0,0,141.5,6,0
type1,1683,200,0,0,1,1,18,0,2,260,0,23,0,0,133.9,1425,0
type3,3447,200,0,0,1,27,141,0,1,2,0,303,0,0,63.5,1176,0
type3,4198,550,0,0,0,5,16,0,0,0,0,16,0,0,114.9,1271,0
type2,7725,204,0,0,0,346,6,0,2,0,0,10,0,0,33.4,503,0
type2,2435,582,0,0,0,2,3,0,0,0,0,3,0,0,44,729,0
type3,35658,200,0,0,3,0,60,0,0,0,0,93,0,0,136.4,11,0
type1,6362,200,0,0,0,4,15,0,0,221,0,6,0,0,116.4,1316,0
type3,2432,200,0,0,2,0,84,0,0,0,0,124,0,0,132.2,25,0
type1,2672,381,0,0,3,1,19,0,0,8,0,16,0,0,96.9,1420,0
type1,8700,8231,0,0,0,2,9,0,1,2,0,16,0,0,102.6,1032,0
type1,1721,526,0,0,1,3,30,0,0,0,0,19,0,0,104.4,829,0
type3,6676,200,0,0,0,4,22,0,0,2,0,18,0,0,146.7,61,0
type2,3470,200,0,0,1,6,10,0,0,11,0,34,0,0,72.7,480,0
type3,1000,200,0,1,2,12,190,0,2,0,1,401,0,0,126.33,24,1
type3,1161,200,0,0,12,96,786,0,15,0,5,6897,5,1,142.7,61,0
type3,3947,200,0,0,0,4,15,0,0,0,0,24,0,0,128.2,7,0
type1,1699,539,0,0,2,4,28,0,1,48,0,5,0,0,102.2,1166,0
type2,1930,200,0,0,1,105,15,0,3,1,0,16,0,0,33,125,0
type3,1489,200,0,0,4,6,97,0,3,0,0,332,0,0,146.7,36,0
type1,1828,900,0,0,3,1,21,0,1,1,1,32,0,0,95.8,1199,0
type1,2484,1600,0,0,0,4,10,0,0,0,0,7,0,0,101.5,1074,0
type3,1163,200,0,1,2,43,115,0.1,3,1,1,39,0,0,137.4,27,0
type1,3903,200,0,0,0,21,16,0,0,277,0,15,0,0,112,1491,0
type1,2195,200,0,0,3,5,49,0,0,0,0,10,0,0,104.9,1128,0
type1,1291,200,0,0,1,40,28,0,1,51,0,11,0,0,97.7,1145,0
type4,6950,550,0,0,0,0,12,0,0,0,0,8,0,0,72.2,1061,0
type1,4897,200,0,0,1,3,15,0,1,242,0,20,0,0,115.9,1409,0
type3,2670,200,0,0,2,1,76,0,1,0,0,360,0,0,129.9,14,0
type3,1871,375,0,0,3,1,194,0,25,25,1,3460,0,0,187.6,28,0
type3,1737,200,0,7,1,3,122,0,3,1,0,491,0,0,50,1329,0
type3,2897,200,0,0,6,22,379,2,6,1,1,90,1,0,142,60,0
