unknown1,unknown2,unknown3,unknown4,unknown5,unknown6,unknown7,unknown8,unknown9,unknown10,unknown11,unknown12,unknown13,unknown14,unknown15,unknown16,unknown17,target
type1,4507,375,0,1,1,2,6,0,0,224,0,10,0,0,113.2,1309,1
type3,2038,1600,0,0,0,0,67,0,0,0,0,91,0,0,128.5,9,0
type2,3536,1196,0,0,0,17,2,0,0,0,0,5,0,0,56.7,320,0
type3,1348,358,0,0,4,3,327,0,4,0,2,224,9,0,129.4,7,1
type2,4057,200,0,0,0,104,1,0,0,0,0,15,0,0,44.1,682,0
type3,1714,914,0,0,8,676,459,0,9,0,25,423,0,0,123.2,414,0
type4,3320,200,0,0,0,48,36,0.1,1,1,0,28,0,0,108.9,977,0
type3,1724,900,0,0,2,2,238,0,4,1,0,660,1,0,37,821,0
type2,1357,375,0,1,1,121,118,0,1,0,0,50,0,0,53.1,349,0
type2,1835,1035,0,0,0,205,44,0,0,3,0,12,0,0,44.2,636,0
type3,1757,375,0,0,0,0,90,0,0,0,0,293,0,0,169.3,14,0
type3,2845,200,0,0,3,0,83,0,2,0,0,99,0,0,136,16,0
type2,8048,200,0,0,1,21,11,0,0,0,0,14,0,0,68.5,429,1
type2,3423,900,0,0,0,31,5,0,0,0,0,9,0,0,46.8,580,0
type3,4569,372,0,0,0,34,42,0,0,0,0,27,0,0,109,1157,0
type1,1954,200,0,0,3,18,37,0,3,14,0,7,0,0,100.6,1136,0
type4,1000,200,0,0,0,9,36,0,1,70,0,34,0,0,73,1159,0
type1,3515,200,0,0,4,12,55,0,2,7,1,9,0,0,97.8,1090,0
type3,3447,550,0,0,0,4,26,0,2,0,0,24,0,0,67.1,1272,0
type3,1914,200,0,0,2,14,103,0,3,0,0,25,0,0,135,13,0
type4,1725,200,0,0,0,0,14,0,0,128,0,23,0,0,81.4,1198,0
type3,2605,368,0,0,9,82,349,0,7,0,2,469,0,0,124.5,49,0
type2,1391,550,0,0,0,9,2,0,0,0,0,5,0,0,54,465,0
type2,2705,200,0,0,0,0,2,0,0,0,0,11,0,0,72.3,407,0
type1,3879,200,0,0,0,2,13,0,0,9,0,8,0,0,91.9,1085,0
type3,1527,200,0,0,8,18,340,0.1,9,0,2,11434,0,0,193.7,33,0
type2,1953,200,0,0,0,6,8,0,0,0,0,8,0,0,53,579,0
type1,3820,200,0,0,1,7,21,0,0,1,0,11,0,0,89.6,1005,0
type3,7827,200,0,0,0,2,30,0,0,0,0,89,0,0,138.1,19,0
type2,7172,200,0,0,1,2,4,0,0,0,0,8,0,0,53.5,520,1
type3,1880,200,0,0,2,46,69,0,1,5,1,30,0,0,129.4,65,0
type3,1203,403,0,0,6,7,273,0,6,0,1,1605,0,0,146,27,0
type1,1410,610,0,0,1,2,11,0,1,255,0,5,0,0,113.9,1406,0
type3,1523,200,0,0,0,0,323,0,2,0,0,898,0,0,139.8,26,0
type3,2082,1282,0,0,2,2,120,0,1,2,1,284,0,0,148.3,24,0
type1,3005,200,0,0,2,13,24,0,0,2,0,17,0,0,103.6,1096,0
type4,2775,200,0,0,0,3,14,0,0,0,0,10,0,0,67.8,1163,0
type1,1991,375,0,0,4,2,28,0,0,0,0,15,0,0,131.4,1085,0
type3,2173,200,0,0,46,4,2532,0,47,11,16,2479,29,0,151.1,27,0
type3,2043,543,0,0,0,0,17,0,0,1,0,24,0,0,140.6,6,0
type3,2026,200,0,0,0,1,13,0,0,1,0,15,0,0,125.3,18,0
type1,2061,200,0,0,0,0,4,0,0,221,0,0,0,0,114.2,1290,0
type3,2454,200,0,0,0,0,42,0,0,0,0,49,0,0,63.7,1075,0
type2,6306,200,0,0,0,34,38,0,0,0,0,20,0,0,64.8,327,0
type3,1303,200,0,0,11,68,606,0,9,0,3,368,0,0,140.4,46,0
type3,2192,200,0,0,0,34,213,0,13,5,0,179,0,0,60.9,1261,0
type3,1365,550,0,0,0,2,135,0,5,0,0,118,0,0,139.7,11,1
type1,2662,200,0,0,0,0,8,0,0,0,0,6,0,0,106.4,1027,0
type3,2064,200,0,0,0,2,32,0,1,3,0,89,0,0,144.3,35,0
type3,7121,200,0,0,3,35,169,0,5,0,1,17347,1,0,184.1,43,1
type3,2004,1204,0,0,1,2,218,0,2,10,0,54,0,0,136.6,14,0
type3,1161,361,0,0,1,8,158,0,3,4,0,117,0,0,127.1,136,0
type4,4159,480,0,0,0,1,7,0,0,1,0,15,0,0,72.5,1094,0
type2,3126,200,0,0,0,3,13,0,0,0,0,0,0,0,60.6,485,1
type1,4137,200,0,0,2,1,15,0,0,0,0,14,0,1,94.2,1299,0
type1,8700,8231,0,0,0,1,15,0,0,6,0,22,0,0,103.8,1193,0
type3,2236,200,0,0,0,0,31,0,0,0,0,63,0,0,138.9,67,0
type3,1891,200,0,0,2,0,113,0,0,0,0,256,0,0,130.6,70,0
type2,1785,200,0,0,0,9,5,0,0,0,0,6,0,0,47.7,608,0
type1,1361,550,0,0,4,6,47,0,1,195,0,2,0,0,113.5,1388,0
type2,5393,531,0,0,0,45,5,0,0,3,0,6,0,0,49.5,289,0
type2,1850,200,0,0,0,9,6,0,0,0,0,15,0,0,44.3,697,1
type2,1297,200,0,0,2,115,73,0,1,4,0,20,0,0,52.5,576,0
type1,4108,200,0,0,8,29,70,0,2,2,0,9,1,0,92.1,1143,1
type4,6597,477,0,0,0,0,8,0,0,6,0,12,0,0,69.3,1141,0
type3,1498,200,0,0,0,5,18,0,0,0,0,58,0,0,128.3,25,0
type1,1707,1600,0,0,1,2,28,0,0,0,0,401,0,0,92.5,991,0
type4,4381,704,0,0,0,4,71,0,0,2,0,49,0,0,37.4,23,0
type3,4603,200,0,0,3,1,108,0,3,0,0,3531,0,0,137.9,15,0
type1,1360,200,0,0,2,3,8,0,0,1,0,6,0,0,101.4,1053,0
type2,2729,200,0,0,5,13,8,0,0,5,0,12,0,0,62.3,84,0
type1,6278,200,0,0,3,2,13,0,1,3,1,25,0,0,94.2,1633,1
type1,1732,559,0,0,0,0,17,0,0,2,0,11,0,0,95.8,1076,1
type3,1527,377,0,0,0,4,60,0,0,0,0,33,0,0,159.1,12,0
type2,2890,200,0,0,0,34,2,0,0,0,0,5,0,0,44,741,0
type3,3091,200,0,0,0,2,71,0,0,0,0,46,0,0,163.8,11,0
type1,3661,200,0,0,4,49,72,0,3,3,0,12,0,0,91.6,1156,0
type2,2929,200,0,0,3,4,4,0,0,0,0,11,0,0,54.5,472,0
type3,2476,375,0,0,2,3,307,0,14,0,0,679,0,0,127.1,52,0
type3,2153,550,1,0,1,3,149,0,1,7,0,81,0,0,143.1,69,0
type3,4642,200,0,0,2,3,125,0,3,10,1,4497,0,0,128.8,87,1
type1,2054,200,0,0,0,1,7,0,0,43,0,13,0,0,100.5,1077,0
type3,1806,1006,0,0,6,3,837,0,8,0,4,2235,3,0,129.9,26,0
type3,2944,3000,0,0,1,0,108,0,1,0,0,467,0,0,137,27,0
type1,1756,200,0,0,0,3,37,0,0,18,0,13,0,0,63.5,1127,0
type3,1404,424,0,0,3,1,215,0,3,1,0,283,3,0,135.2,14,0
type3,1774,200,0,0,0,0,47,0,0,1,0,53,0,0,142.9,26,0
type3,1364,200,0,0,2,1,196,0,22,96,1,1403,0,0,178.3,78,0
type3,2030,200,0,0,1,20,79,0,0,0,0,67,0,0,131.4,19,1
type3,3947,200,0,0,0,1,43,0,0,0,0,132,0,0,134.6,16,0
type2,2752,200,0,0,2,67,76,0,0,2,0,59,0,0,64.8,294,0
type1,3363,200,0,0,0,0,7,0,0,253,0,2,0,0,112.1,1384,0
type2,2291,200,0,0,0,11,2,0,0,0,0,5,0,0,44.9,630,0
type3,1656,200,0,0,9,452,365,0,7,1,19,673,0,0,123.4,333,0
type3,1197,397,0,0,3,5,194,0,3,4,0,88,0,0,169.9,112,0
type2,5192,916,0,0,0,13,1,0,0,0,0,5,0,0,59.7,335,0
type1,2925,200,0,0,3,15,30,0,2,5,0,8,0,0,99.5,1363,0
type3,7685,200,0,0,0,1,35,0,0,0,0,61,0,0,136.5,11,0
type1,3132,200,0,0,0,0,16,0,0,1,0,8,0,0,91.1,1202,0
type2,5868,518,0,0,0,8,6,0,0,0,0,12,0,0,45,779,0
type4,4029,200,0,0,0,5,26,0,0,0,0,12,0,0,54,1023,1
type1,5619,200,0,0,0,55,75,0,0,0,0,39,0,0,94.5,1019,0
type2,1690,200,0,0,0,124,1,0,0,0,0,11,0,0,45.4,558,0
type2,1543,200,0,0,0,138,12,0,0,0,0,5,0,0,46.4,632,0
type3,3447,375,0,0,0,1,14,0,0,0,0,27,0,0,184.8,31,0
type2,3146,524,0,0,0,11,13,0,0,0,0,18,0,0,42.9,403,0
type3,3918,200,0,0,2,2,189,0,1,0,0,180,0,0,140.9,18,1
type2,1699,200,0,0,0,150,24,0,0,0,0,13,0,0,44.3,614,0
type1,1648,200,0,0,1,1,25,0,0,40,0,47,0,0,101,1160,1
type2,4929,200,0,0,0,15,6,0,0,0,0,1,0,0,70.7,285,0
type4,1891,200,0,0,0,0,14,0,0,29,0,9,0,0,70,1073,0
type3,5963,200,0,0,1,10,87,0,2,0,0,80,0,0,142.6,17,0
type3,3865,200,0,0,0,0,53,0,0,0,0,104,0,0,127.8,68,0
type1,3477,200,0,0,1,3,25,0,1,72,0,11,0,0,91.8,1048,0
type3,2088,757,0,0,6,9,1136,0,31,27,1,6084,0,0,47.4,1152,0
type2,2173,200,0,0,0,23,5,0,0,0,0,17,0,0,53.8,257,0
type3,3452,200,0,0,4,0,182,0,4,0,0,405,0,0,135.7,23,0
type3,8728,200,0,0,4,1,308,0,6,0,0,280,0,0,167.5,24,0
type3,3080,200,0,0,13,19,948,0,6,6,2,674,0,0,59.6,1140,0
type1,1702,200,0,0,1,3,51,0,1,40,0,15,0,0,99.5,1151,0
type3,3044,200,0,0,4,0,177,0,2,0,0,1170,0,0,130.5,13,0
type1,1000,200,0,0,3,8,25,0,0,71,0,5,0,0,101.4,1423,1
type4,6780,5800,0,0,0,0,21,0,0,258,0,21,0,0,81.5,1508,0
type3,1859,200,0,0,3,0,132,0,2,29,0,158,0,0,142.5,178,0
type3,1000,550,0,1,1,5,309,0,2,2,1,29,0,0,146.4,84,0
type4,7241,200,0,0,0,712,26,0,0,186,0,4,0,0,76,1275,0
type1,1531,200,0,0,0,2,27,0,0,53,0,52,0,0,102.3,950,0
type3,2050,200,0,0,1,380,50,0,2,0,12,55,0,0,157.1,224,0
type1,4882,200,0,0,0,4,11,0,0,213,0,2,0,0,102.9,1421,0
type1,1671,372,0,0,0,0,6,0,0,41,0,7,0,0,104.5,1138,0
type3,1912,200,0,0,0,0,45,0,0,1,0,156,0,0,129.6,11,1
type1,1189,389,0,0,0,168,33,0,1,10,0,6,0,0,82.3,1022,0
type3,1342,200,0,0,15,149,924,0,10,6,10,7139,17,0,125.1,119,0
type3,1612,200,0,0,0,0,37,0,0,0,0,80,0,0,158.8,20,0
type2,2508,200,0,0,0,5,2,0,0,0,0,10,0,0,54.9,224,0
type3,1857,706,0,0,11,4,1870,0,11,3,3,1887,2,0,132.4,16,0
type2,3098,1600,0,0,1,27,55,0,1,0,0,53,0,0,68.8,288,0
type3,1161,200,0,0,5,35,857,0,8,0,2,9366,0,0,141.6,85,0
type3,1368,393,0,0,0,0,32,0,0,0,0,62,0,0,143.5,9,0
type3,3935,200,0,0,1,1,189,0,2,31,1,167,0,0,123.4,281,0
type3,8338,200,0,0,4,83,191,0,4,0,3,30,0,0,142.5,61,0
type1,4728,358,0,0,1,0,13,0,0,0,0,5,0,0,93.6,1054,0
type1,2111,200,0,0,5,5,33,0,0,14,0,17,0,0,100.5,1153,0
type3,1738,200,0,0,3,127,576,0,26,4,1,51,0,0,57.7,1098,0
type1,1000,200,0,0,0,2,5,0,0,246,0,11,0,0,121,1407,0
type1,1219,419,0,0,1,45,48,0,1,26,0,27,0,0,93.9,1119,0
type2,2030,200,0,0,1,24,15,0,0,0,0,10,0,0,65.6,542,1
type1,2781,200,0,0,1,72,46,0,1,4,0,16,0,0,87.5,1003,0
type2,1356,375,0,0,0,75,3,0,0,0,0,7,0,0,44.9,630,1
type3,1992,200,0,0,10,25,635,0,9,0,2,7525,21,0,126.1,23,0
type2,3455,200,0,0,0,5,5,0,0,0,0,9,0,0,63.5,107,0
type1,3620,384,0,0,0,0,22,0,0,2,0,13,0,0,101.4,1000,0
type2,1329,529,0,0,0,2,3,0,0,0,0,6,0,0,67.8,320,0
type2,1778,978,0,0,0,39,4,0,0,0,0,34,0,0,56.9,414,0
type3,1693,200,0,0,0,1,115,0,14,28,1,735,0,0,157.7,121,0
type1,1507,532,0,0,1,2,19,0,1,4,0,11,0,0,92.4,1174,0
type3,1916,200,0,0,0,11,67,0,1,0,0,96,0,0,130.6,16,0
type3,2159,200,0,0,0,2,99,0,0,7,0,35,0,0,141.6,9,0
type2,1361,200,0,0,3,4,17,0,0,0,0,4,0,0,54.9,532,0
type3,3870,200,0,0,4,35,248,0,4,0,2,47,0,0,171.5,56,0
type1,4503,200,0,0,2,2,10,0,0,175,0,10,0,0,120,1021,0
type4,1891,200,0,0,0,3,14,0,0,0,0,14,0,0,58.1,1135,0
type4,2470,200,0,0,0,2,14,0,0,1,0,6,0,0,70.2,1178,0
type3,4546,200,0,0,3,0,155,0,2,0,0,1080,0,0,138.1,15,0
type3,1000,200,0,0,12,10,1445,0,13,11,3,850,0,0,70.7,1204,1
type3,4735,200,0,0,3,8,321,0,4,0,0,73,0,0,129.5,37,0
type1,1405,605,0,0,2,9,54,0,0,42,0,12,0,0,98,1223,0
type2,2497,200,0,0,0,4,2,0,0,0,0,3,0,0,43.8,709,0
type1,1261,200,0,0,0,22,14,0,1,35,0,14,0,0,90.1,1186,0
type3,1185,200,0,0,3,1,336,0,4,0,0,617,2,0,136.6,25,0
type1,2773,200,1,0,2,36,39,0,0,0,0,12,0,0,92.8,1209,0
type3,1371,200,0,0,1,34,353,0,18,5,0,254,0,0,58.6,1267,0
type1,3923,200,0,0,0,2,5,0,0,13,0,19,0,0,90,1182,1
type4,1382,200,0,0,0,2,15,0,0,240,0,21,0,0,83,1316,0
type3,1353,200,0,0,0,3,36,0,0,0,0,20,0,0,126.7,7,0
type1,1674,200,0,0,2,2,16,0,0,279,0,6,0,0,106.7,1405,0
type1,3114,200,0,0,2,49,85,0,2,11,0,13,0,0,100.8,1189,0
type3,4154,200,0,0,13,4,1285,0,14,7,4,1276,7,0,121.9,90,0
type3,1850,664,0,0,0,30,124,0,9,0,3,128,0,0,111.9,1366,0
type3,2418,1600,0,0,2,0,178,0,2,0,2,171,0,0,141.7,6,0
type3,1181,381,0,0,3,6,968,0,7,6,1,561,0,0,125.5,186,0
type2,7314,200,0,0,1,1,10,0,0,0,0,10,0,0,71.7,45,0
type3,6000,200,0,0,5,1,301,0,4,2,1,1118,0,0,154.5,29,0
type3,1377,577,0,0,4,125,161,0,5,0,4,749,0,0,126.1,90,0
type1,2497,200,0,0,0,2,13,0,0,125,0,11,0,0,101.3,1431,0
type3,2452,200,0,0,2,30,66,0,1,0,1,44,0,0,139,112,0
type3,1487,200,0,0,0,1,44,0,0,0,0,1879,0,0,153.7,15,0
type1,2549,242,0,0,0,3,16,0,0,47,0,15,0,0,89.6,1147,0
type3,1394,594,0,1,3,37,226,0,4,1,2,436,0,0,141.4,87,0
type3,11600,200,0,0,0,17,62,0,1,7,0,77,0,0,116,1039,0
type2,4637,200,0,0,0,11,2,0,0,0,0,5,0,0,61.5,297,0
type3,1000,200,0,1,11,87,734,0,8,1,7,553,1,0,123.4,71,1
type3,4817,200,0,0,4,47,226,0,4,0,2,57,0,0,128.9,40,0
type2,1685,200,0,0,0,2,1,0,0,0,0,11,0,0,46,766,0
type3,5916,200,0,0,1,6,92,0,1,0,0,39,0,0,157.6,45,0
type1,1478,200,0,0,0,6,21,0,0,6,0,5,0,0,117.8,1236,0
type3,1869,354,0,0,140,3,816,0.8,7,0,2,1839,3,0,153.1,40,0
type2,1360,560,0,0,0,125,2,0,0,0,1,7,0,0,44.3,678,0
type1,1343,200,0,0,2,44,33,0,1,16,0,9,0,0,96.9,1231,0
type3,1432,457,0,0,2,60,186,0,9,0,0,226,0,0,91.8,1096,0
type3,2071,200,0,0,1,26,80,0,2,0,1,68,0,0,255.7,27,0
type3,1269,469,0,0,1,1,103,0,0,1,0,225,0,0,178,168,0
type3,5960,200,0,0,0,0,38,0,0,0,0,112,0,0,141.2,17,0
type3,1571,200,0,0,5,3,221,0,4,0,0,636,0,0,124.6,17,0
type3,2457,200,0,0,4,0,153,0,2,5,0,367,0,0,182,45,0
type3,3228,200,0,1,8,89,1600,0,42,13,5,3038,1,1,56.5,1242,0
type3,1413,200,0,0,0,3,101,0,1,0,0,43,0,0,180.1,59,0
type2,1724,554,0,0,0,11,4,0,0,0,0,7,0,0,68.3,110,0
type1,1355,376,0,0,1,2,22,0,0,269,0,12,0,0,116.7,1346,0
type2,3514,550,0,0,0,6,3,0,0,0,0,11,0,0,46.6,628,0
type1,3116,200,0,0,1,7,18,0.1,1,185,0,23,0,0,116.8,1265,0
type4,1562,762,0,0,0,264,16,0,0,54,0,10,0,0,75.4,1263,0
type3,5644,200,0,0,2,7,83,0,2,2,0,301,0,0,183.3,35,0
type2,1708,537,0,0,0,101,0,0,0,0,0,6,0,0,44.4,688,0
type3,2046,200,0,0,78,2,394,0,4,0,4,378,2,0,151.5,24,0
type3,3447,1250,0,0,0,5,22,0,3,0,0,21,0,0,55.5,1291,0
type2,6400,375,0,0,0,108,3,0,1,0,0,8,0,0,45.1,544,0
type2,1710,200,0,0,0,82,2,0,0,0,0,9,0,0,50.9,313,0
type1,5795,200,0,0,1,1,16,0,0,249,0,13,0,0,117.7,1493,0
type3,5927,200,0,0,5,0,229,0,5,0,0,2011,0,0,134.7,19,0
type3,8001,200,0,0,0,0,51,0,0,0,0,118,0,0,117.3,6,0
type3,2440,200,0,0,0,3,29,0,0,0,0,19,0,0,147.7,10,0
type1,1520,550,0,0,1,6,7,0,0,75,0,5,0,0,104,1211,0
type1,2533,200,0,0,1,8,23,0,0,69,0,18,0,0,91.9,759,0
type3,2466,200,0,0,0,2,52,0,4,2,0,43,0,0,128,12,0
type1,1140,200,0,0,2,2,26,0,0,0,0,18,0,0,94.4,1021,1
type4,3320,200,0,0,0,5,45,0,1,190,0,16,0,0,68.8,1236,0
type4,1891,200,0,0,0,0,15,0,0,82,0,23,0,0,74.5,1122,0
type3,1336,375,0,0,16,24,1545,0,14,11,3,636,0,0,115.5,388,0
type3,4519,200,0,0,2,0,101,0,1,0,0,49,0,0,143.5,10,0
type1,1363,200,0,0,2,16,34,0,2,175,0,36,0,0,124.8,1200,0
type3,1308,375,0,0,7,14,278,0,6,1,2,5892,0,0,182.4,29,0
type1,2052,200,0,0,2,59,60,0,2,4,0,21,0,0,95.5,1220,0
type3,8073,200,0,0,5,73,640,0,31,7,2,585,0,0,58.7,1210,0
type2,1706,200,0,0,0,2,6,0,0,4,0,23,0,0,65.1,339,0
type3,2613,200,0,0,52,13,3841,3.9,50,132,5,2198,0,0,140,40,0
type1,2399,200,0,0,3,13,43,0,2,2,0,26,0,0,86.1,1149,0
type3,2120,1320,0,0,2,0,193,0,2,9,2,491,1,0,131.6,139,0
type2,3452,200,0,0,5,3,30,0,0,0,0,107,0,0,45.5,272,0
type1,1424,624,0,0,2,30,28,0,1,53,0,23,0,0,99.7,1120,1
type2,1527,550,0,0,0,24,2,0,0,0,0,5,0,0,46.1,746,0
type3,3350,200,0,0,0,10,26,0,0,0,0,28,0,0,133.4,9,0
type3,1428,200,0,0,8,21,413,0,8,0,1,3859,0,0,177.1,34,0
type2,1519,725,0,0,0,5,4,0,0,0,0,13,0,0,53.6,528,0
type3,2760,200,0,0,1,19,71,0,1,8,1,233,0,0,194.3,70,0
type1,3526,200,0,0,0,6,23,0,0,16,0,5,0,0,97.3,1044,0
type3,2364,200,0,0,0,0,135,0,0,0,0,264,0,0,163,19,0
type3,6758,375,0,0,4,5,222,0,9,5,0,312,0,0,58,1393,0
type1,9223,200,0,0,0,1,8,0,0,235,0,16,0,0,107.4,1317,0
type3,1524,375,0,0,4,314,183,0,4,0,10,99,0,0,115.6,216,0
type3,2561,200,0,0,0,0,50,0,0,5,0,66,0,0,124.1,38,0
type3,2029,506,0,0,36,32,2443,0.5,33,86,3,522,14,0,196.4,132,0
type3,5396,200,0,0,0,0,86,0,0,12,0,314,0,0,122.7,98,0
type3,9383,200,0,0,7,2,568,0,3,1,0,2706,1,0,176.3,14,0
type2,2113,200,0,0,0,3,30,0,0,0,0,43,0,0,66.8,216,0
type3,2302,200,0,0,0,0,31,0,0,0,0,94,0,0,153.9,128,0
type3,2439,1639,0,0,3,0,169,0,2,0,0,307,0,0,147,12,0
type1,1369,569,0,0,0,7,36,0,0,17,0,5,0,0,97.2,951,0
type3,1355,393,0,0,0,0,85,0,1,0,0,97,0,0,107.8,1127,0
type3,1722,200,0,0,1,3,139,0,1,2,0,125,0,0,147.7,29,0
type2,1384,366,0,0,0,6,2,0,0,0,0,20,0,0,44.2,628,0
type3,1702,200,0,0,0,9,35,0,0,2,0,54,0,0,106,1373,0
type3,1191,391,0,0,4,2,182,0,3,1,1,1722,0,0,184.3,26,0
type3,1516,375,0,0,2,64,105,0,2,2,2,109,0,0,93.9,289,0
type1,2489,200,0,0,2,35,49,0,3,1,0,12,0,0,84.6,1135,0
type2,2854,200,0,0,0,6,6,0,0,0,0,5,0,0,45.6,575,0
type1,8945,550,0,0,0,2,16,0,0,241,0,8,0,0,115.8,1496,0
type3,1324,200,0,0,5,2,314,0,3,0,0,366,0,0,143.8,27,0
type1,4542,200,0,0,3,14,53,0,3,6,0,16,0,0,99.1,1155,1
type3,3286,200,0,0,5,352,1359,0,51,7,2,894,0,0,69.1,856,0
type3,2337,200,0,0,2,55,103,0,2,0,2,186,0,0,128.2,37,0
type1,2470,200,0,0,0,0,5,0,0,259,0,53,0,0,114,1411,0
type3,2403,200,0,0,0,0,68,0,2,0,0,108,0,0,149.2,9,0
type2,2771,200,0,0,0,21,10,0,0,0,0,21,0,0,45.9,733,0
type3,1725,900,0,0,0,7,32,0,0,0,0,61,0,0,171,157,0
type3,2936,200,0,1,4,6,786,0,5,13,2,135,0,0,143.1,80,1
type4,4240,200,0,0,0,15,6,0,0,4,0,13,0,0,71.3,1241,1
type2,1359,559,0,0,0,3,7,0,0,2,0,25,0,0,67.1,329,0
type1,3725,550,1,0,0,1,5,0,0,0,0,5,0,0,97.9,1093,1
type3,1321,200,2,0,1,11,283,0,3,3,1,414,0,0,61.7,991,0
type3,1361,561,0,0,2,5,150,0,3,4,0,91,0,0,162.7,105,0
type3,9458,200,0,0,1,145,202,0,4,3,1,175,0,0,142.5,165,0
type1,2439,200,0,0,1,2,12,0,1,245,0,18,0,0,119.7,1443,0
type3,5208,200,0,0,0,2,272,0,2,8,0,13,0,0,137,12,0
type3,3629,200,0,0,12,6,2118,0,12,1,4,913,4,0,131.3,14,1
type3,1318,200,0,0,0,3,32,0,2,0,0,41,0,0,118.7,271,0
type3,2394,200,0,0,0,86,14,0,0,2,5,18,0,0,126.1,61,0
type3,3062,200,0,0,4,2,322,0,4,0,2,1947,2,0,136.1,24,1
type1,2530,200,0,0,2,1,22,0,0,53,0,11,0,0,105.4,1198,0
type3,2132,351,0,0,0,0,67,0,0,0,0,328,0,0,146.2,84,0
type3,2807,200,0,0,2,31,198,0,2,30,1,195,0,0,107.1,606,1
type3,2351,200,0,0,0,1,65,0,1,2,0,69,0,0,133.8,20,0
type1,4192,200,0,0,2,2,35,0,1,26,0,22,0,0,85.9,853,0
type3,7613,6850,0,0,0,0,60,0,0,0,0,85,0,0,123.6,70,0
type2,5947,200,0,0,0,8,19,0,0,0,0,46,0,0,62.9,106,0
type3,2740,375,0,0,1,57,126,0,1,0,3,19,0,0,127.3,144,0
type1,1715,200,0,0,3,212,107,0,3,32,1,18,0,0,102.9,1324,0
type3,1419,200,0,0,12,39,959,0,20,2,0,683,0,0,56.1,1341,0
type3,3266,200,0,0,2,11,85,0,1,0,0,77,0,0,135.5,20,0
type1,2421,200,0,0,1,5,30,0,1,244,0,7,0,0,120.8,1322,0
type2,2421,200,0,0,0,113,3,0,0,0,0,36,0,0,44.6,664,0
type1,3865,200,0,0,2,3,13,0,0,260,0,3,0,0,109.5,1317,0
type3,7727,200,0,0,0,7,23,0,0,9,0,75,0,0,133.7,62,0
type1,2106,200,0,0,0,1,9,0,0,0,0,6,0,0,93.3,1054,0
type1,1722,200,0,0,4,36,35,0,2,9,0,5,0,0,98.3,1103,0
type3,2120,200,0,0,9,4,1394,0,11,1,4,10810,16,0,132.8,20,0
type3,1280,480,0,0,0,2,65,0,0,0,0,80,0,0,182.1,29,0
type1,1723,923,0,0,0,2,10,0,0,98,0,5,0,0,92.2,1042,0
type3,7323,200,0,0,0,3,79,0,1,0,0,71,0,0,156.8,6,1
type3,1359,559,0,0,1,5,117,0,2,4,0,33,0,2,137,40,0
type3,1347,547,0,2,50,4,2436,1.1,27,2,23,660,57,5,133,124,0
type1,2488,200,0,0,2,8,17,0,0,2,0,15,0,0,89.6,1229,0
type2,5537,200,0,0,2,52,12,0,1,0,0,14,0,0,55.5,375,0
type3,2748,200,0,0,7,4,1270,0,8,1,4,504,5,0,129.6,21,0
type3,1355,356,0,0,2,15,93,0,1,0,0,52,0,0,137.4,24,0
type3,1186,386,0,0,0,0,38,0,0,1,0,109,0,0,130.4,12,0
type1,2358,200,0,0,0,12,16,0,0,5,0,12,0,0,108.8,1293,0
type1,1171,371,0,1,1,7,35,0,1,32,1,16,0,0,87.4,1140,0
type1,1210,410,0,0,1,3,23,0,0,0,0,16,0,0,87.2,1014,0
type3,4567,200,0,0,0,0,50,0,0,0,0,214,0,0,137,7,0
type4,2775,200,0,0,0,349,17,0,1,84,0,17,0,0,79.6,1094,1
type3,1140,340,0,0,2,20,154,0,2,1,1,60,0,0,153.5,30,0
type3,3295,900,0,0,4,2,360,0,4,0,4,591,3,0,143.7,17,0
type3,1000,200,0,0,0,3,94,0,0,0,0,57,0,0,158.7,12,0
type1,3114,200,0,0,2,31,55,0,3,22,0,9,0,0,96.7,1098,0
type1,2574,200,0,0,1,4,20,0,1,149,0,23,0,0,114.5,1006,0
type1,1787,200,0,0,3,2,14,0,0,214,0,17,0,0,118.8,1351,0
type3,1348,548,0,0,1,0,131,0,2,0,1,55,2,0,129.4,37,0
type1,1343,200,0,0,2,10,56,0,0,257,0,23,0,0,113.1,1247,0
type4,7050,200,0,0,0,7,20,0,1,0,0,14,0,0,58.5,1113,0
type3,1998,303,0,0,0,4,94,0,0,0,0,96,0,0,129.5,47,0
type4,2101,605,0,1,1,21,61,0,20,175,1,46,0,0,70.5,1463,0
type1,2063,200,0,0,3,6,27,0,0,2,0,19,0,0,94.8,1269,0
type1,1779,200,0,0,4,3,17,0,0,176,0,9,0,0,118.5,1088,0
type1,1338,200,0,0,6,8,56,0,0,11,0,21,0,0,93.5,1189,0
type3,1711,200,0,0,8,2,776,0,6,0,1,3286,2,0,154.7,26,0
type2,3142,200,1,0,0,272,1,0,0,2,0,17,0,0,43.3,618,0
type4,2122,200,0,0,0,406,21,0,1,9,0,16,0,0,66.7,1213,0
type4,2050,200,0,0,0,7,17,0,1,13,0,17,0,0,45.3,1005,0
type3,1851,641,0,0,1,20,91,0,6,1,2,191,0,0,114,1330,0
type2,7723,200,0,0,0,4,9,0,0,0,0,18,0,0,68.5,363,1
type1,1919,200,0,0,0,2,14,0,0,107,0,14,0,0,104,1302,0
type1,1329,200,0,0,3,111,36,0,3,0,0,14,0,0,95.7,1238,0
type4,4128,200,0,0,0,0,23,0,0,258,0,22,0,0,82.5,1471,0
